cities,raw,address,zip
"Anniston, AL ",Waffle House in 36201 at 1201 S Quintard Ave,1201 S Quintard Ave,36201
"Anniston, AL ",Waffle House in 36201 at 1530 Quintard Ave,1530 Quintard Ave,36201
"Attalla, AL ",Waffle House in 35954 at 802 Cleveland Ave,802 Cleveland Ave,35954
"Attalla, AL ",Waffle House in 35954 at 961 Gilbert Ferry Rd Se,961 Gilbert Ferry Rd Se,35954
"Auburn, AL ",Waffle House in 36830 at 110 W Glenn Ave,110 W Glenn Ave,36830
"Auburn, AL ",Waffle House in 36830 at 2346 Bent Creek Rd,2346 Bent Creek Rd,36830
"Auburn, AL ",Waffle House in 36830 at 1738 Opelika Rd,1738 Opelika Rd,36830
"Auburn, AL ",Waffle House in 36832 at 2167 S College St,2167 S College St,36832
"Bessemer, AL ",Waffle House in 35022 at 3998 Methodist Cir,3998 Methodist Cir,35022
"Bessemer, AL ",Waffle House in 35022 at 5010 Academy Ln,5010 Academy Ln,35022
"Birmingham, AL ",Waffle House in 35205 at 800 11th St S,800 11th St S,35205
"Birmingham, AL ",Waffle House in 35206 at 9227 Parkway E,9227 Parkway E,35206
"Birmingham, AL ",Waffle House in 35209 at 185 Oxmoor Rd,185 Oxmoor Rd,35209
"Birmingham, AL ",Waffle House in 35210 at 1833 Crestwood Boulevard,1833 Crestwood Boulevard,35210
"Birmingham, AL ",Waffle House in 35210 at 1833 Crestwood Blvd,1833 Crestwood Blvd,35210
"Birmingham, AL ",Waffle House in 35216 at 3023 Columbiana Rd,3023 Columbiana Rd,35216
"Birmingham, AL ",Waffle House in 35216 at 1535 Montgomery Hwy,1535 Montgomery Hwy,35216
"Birmingham, AL ",Waffle House in 35217 at 1324 Pinson Valley Pkwy,1324 Pinson Valley Pkwy,35217
"Birmingham, AL ",Waffle House in 35228 at 800 11th St,800 11th St,35228
"Birmingham, AL ",Waffle House in 35228 at 800 11th Street,800 11th Street,35228
"Birmingham, AL ",Waffle House in 35235 at 1440 Gadsden Hwy,1440 Gadsden Hwy,35235
"Birmingham, AL ",Waffle House in 35242 at 5419 Hwy 280,5419 Hwy 280,35242
"Birmingham, AL ",Waffle House in 35244 at 1985 Old Montgomery Highway,1985 Old Montgomery Highway,35244
"Birmingham, AL ",Waffle House in 35244 at 1985 Montgomery Hwy S,1985 Montgomery Hwy S,35244
"Cullman, AL ",Waffle House in 35055 at County Road 437,County Road 437,35055
"Cullman, AL ",Waffle House in 35055 at 1900 Commerce Ave,1900 Commerce Ave,35055
"Daphne, AL ",Waffle House in 36526 at 29100 Us Hwy 98,29100 Us Hwy 98,36526
"Daphne, AL ",Waffle House in 36526-9588 at 6781 US Highway 90,6781 US Highway 90,36526
"Decatur, AL ",Waffle House in 35601 at 2202 6th Ave Se,2202 6th Ave Se,35601
"Decatur, AL ",Waffle House in 35601 at 710 6th Ave NE,710 6th Ave NE,35601
"Dothan, AL ",Waffle House in 36301 at 2442 S Oates St,2442 S Oates St,36301
"Dothan, AL ",Waffle House in 36301 at 2849 Ross Clark Cir,2849 Ross Clark Cir,36301
"Dothan, AL ",Waffle House in 36301 at 1925 E Main St,1925 E Main St,36301
"Dothan, AL ",Waffle House in 36303 at 2325 Reeves St,2325 Reeves St,36303
"Dothan, AL ",Waffle House in 36303 at 3591 Ross Clark Cir,3591 Ross Clark Cir,36303
"Dothan, AL ",Waffle House in 36305 at 4077 W Main St,4077 W Main St,36305
"Dothan, AL ",Waffle House in 36305 at 2971 Ross Clark Cir,2971 Ross Clark Cir,36305
"Fairhope, AL ",Waffle House in 36532 at 373 S Greeno Rd,373 S Greeno Rd,36532
"Fairhope, AL ",Waffle House in 36532 at 373 Greeno Road South,373 Greeno Road South,36532
"Foley, AL ",Waffle House in 36535 at 2660 S Mckenzie St,2660 S Mckenzie St,36535
"Foley, AL ",Waffle House in 36535 at 12615 Foley Beach Expy,12615 Foley Beach Expy,36535
"Foley, AL ",Waffle House in 36535 at 2650 S Mckenzie St,2650 S Mckenzie St,36535
"Gadsden, AL ",Waffle House in 35901 at 1000 Rainbow Dr,1000 Rainbow Dr,35901
"Gadsden, AL ",Waffle House in 35903 at 102 E Meighan Blvd,102 E Meighan Blvd,35903
"Gadsden, AL ",Waffle House in 35903 at 75 E Meighan Blvd,75 E Meighan Blvd,35903
"Guntersville, AL ",Waffle House in 35976 at 2053 Gunter Ave,2053 Gunter Ave,35976
"Guntersville, AL ",Waffle House in 35976 at 2312 Miller St,2312 Miller St,35976
"Huntsville, AL ",Waffle House in 35801 at 3613 Memorial Pkwy SW,3613 Memorial Pkwy SW,35801
"Huntsville, AL ",Waffle House in 35802 at 7106 Bailey Creek Cir SE,7106 Bailey Creek Cir SE,35802
"Huntsville, AL ",Waffle House in 35811 at 36 Shields Rd,36 Shields Rd,35811
"Huntsville, AL ",Waffle House in 35816 at 3818 University Dr Nw,3818 University Dr Nw,35816
"Huntsville, AL ",Waffle House in 35816 at 4896 University Dr Nw,4896 University Dr Nw,35816
"Huntsville, AL ",Waffle House in 35816 at 3995 University Dr NW,3995 University Dr NW,35816
"Mobile, AL ",Waffle House in 36605 at 1754 Dauphin Island Pkwy,1754 Dauphin Island Pkwy,36605
"Mobile, AL ",Waffle House in 36606 at 3262 Dauphin St,3262 Dauphin St,36606
"Mobile, AL ",Waffle House in 36608 at 5610 Old Shell Rd,5610 Old Shell Rd,36608
"Mobile, AL ",Waffle House in 36608 at 3428 Spring Hill Ave,3428 Spring Hill Ave,36608
"Mobile, AL ",Waffle House in 36608 at 3651 Airport Blvd,3651 Airport Blvd,36608
"Mobile, AL ",Waffle House in 36609-4204 at 5011 Cottage Hill Rd,5011 Cottage Hill Rd,36609
"Mobile, AL ",Waffle House in 36619 at 5398 Highway 90 W,5398 Highway 90 W,36619
"Mobile, AL ",Waffle House in 36619 at 5448 Highway 90 W,5448 Highway 90 W,36619
"Mobile, AL ",Waffle House in 36693 at 3671 Government Blvd,3671 Government Blvd,36693
"Mobile, AL ",Waffle House in 36695 at 560 Schillinger Rd S,560 Schillinger Rd S,36695
"Mobile, AL ",Waffle House in 36695 at 2423 Schillinger Rd S,2423 Schillinger Rd S,36695
"Mobile, AL ",Waffle House in 36695-3923 at 1269 Hillcrest Rd,1269 Hillcrest Rd,36695
"Montgomery, AL ",Waffle House in 36105 at 985 W South Blvd,985 W South Blvd,36105
"Montgomery, AL ",Waffle House in 36105 at 160 Folmar Pkwy,160 Folmar Pkwy,36105
"Montgomery, AL ",Waffle House in 36105 at 90 Folmar Pkwy,90 Folmar Pkwy,36105
"Montgomery, AL ",Waffle House in 36106 at 5180 Carmichael Rd,5180 Carmichael Rd,36106
"Montgomery, AL ",Waffle House in 36107 at 2627 Zelda Rd,2627 Zelda Rd,36107
"Montgomery, AL ",Waffle House in 36107 at 2615 Zelda Road,2615 Zelda Road,36107
"Montgomery, AL ",Waffle House in 36109-1105 at 2635 Cong W L Dickinson Dr,2635 Cong W L Dickinson Dr,36109
"Montgomery, AL ",Waffle House in 36116 at 4117 Troy Hwy,4117 Troy Hwy,36116
"Montgomery, AL ",Waffle House in 36117 at 1157 Eastern Boulevard,1157 Eastern Boulevard,36117
"Montgomery, AL ",Waffle House in 36117 at 9225 Boyd-cooper Pkwy,9225 Boyd-cooper Pkwy,36117
"Montgomery, AL ",Waffle House in 36117 at 1185 Eastern Blvd,1185 Eastern Blvd,36117
"Opelika, AL ",Waffle House in 36801 at Interstate Dr,Interstate Dr,36801
"Opelika, AL ",Waffle House in 36801 at 907 Fox Run Pkwy,907 Fox Run Pkwy,36801
"Oxford, AL ",Waffle House in 36203 at 545 South Quintard Avenue,545 South Quintard Avenue,36203
"Oxford, AL ",Waffle House in 36203 at 65 Jimmy Hinton Dr,65 Jimmy Hinton Dr,36203
"Oxford, AL ",Waffle House in 36203 at 545 Quintard Dr,545 Quintard Dr,36203
"Ozark, AL ",Waffle House in 36360 at 970 S Us Highway 231,970 S Us Highway 231,36360
"Ozark, AL ",Waffle House in 36360 at Hwy 231 S,Hwy 231 S,36360
"Pelham, AL ",Waffle House in 35124 at 2965 Pelham Pkwy,2965 Pelham Pkwy,35124
"Pelham, AL ",Waffle House in 35124 at 1020 Oak Mountain Park Rd,1020 Oak Mountain Park Rd,35124
"Phenix City, AL ",Waffle House in 36867 at 1141 280 Byp,1141 280 Byp,36867
"Phenix City, AL ",Waffle House in 36867-2632 at 3707 Summerville Rd,3707 Summerville Rd,36867
"Phenix City, AL ",Waffle House in 36870-6526 at 3898 Us Highway 80 W,3898 Us Highway 80 W,36870
"Prattville, AL ",Waffle House in 36066 at 2597 Cobbs Ford Rd,2597 Cobbs Ford Rd,36066
"Prattville, AL ",Waffle House in 36066 at 791 Business Park Dr,791 Business Park Dr,36066
"Prattville, AL ",Waffle House in 36067 at 824 E Main St,824 E Main St,36067
"Saraland, AL ",Waffle House in 36571 at 1204 Industrial Pky,1204 Industrial Pky,36571
"Saraland, AL ",Waffle House in 36571 at 811 Saraland Blvd S,811 Saraland Blvd S,36571
"Theodore, AL ",Waffle House in 36582 at 5579 Highway 90,5579 Highway 90,36582
"Theodore, AL ",Waffle House in 36582 at 7031 Theodore Dawes Rd,7031 Theodore Dawes Rd,36582
"Troy, AL ",Waffle House in 36081 at 1208 Hwy 231 S,1208 Hwy 231 S,36081
"Troy, AL ",Waffle House in 36081 at 103 Hwy 231 N,103 Hwy 231 N,36081
"Tuscaloosa, AL ",Waffle House in 35405 at 3421 Mcfarland Blvd E,3421 Mcfarland Blvd E,35405
"Tuscaloosa, AL ",Waffle House in 35405 at 5037 Oscar Baxter Dr,5037 Oscar Baxter Dr,35405
"Tuscaloosa, AL ",Waffle House in 35405 at 5001 Skyland Blvd E,5001 Skyland Blvd E,35405
"Valley, AL ",Waffle House in 36854 at 2800 20th Ave,2800 20th Ave,36854
"Valley, AL ",Waffle House in 36854 at 580 Fob James Dr,580 Fob James Dr,36854
"Eufaula, AL",single loc,1551 S Eufaula Ave,36027
"Lincoln, AL",single loc,670 Magnolia St,35096
"Gardendale, AL",single loc,500 Fieldstown Rd,35071
"Evergreen, AL",single loc,1635 Ted Bates Rd,36401
"Fort Payne, AL",single loc,1410 Glenn Blvd Sw,35968
"Daleville, AL",single loc,394 Virginia Ave,36322
"Fultondale, AL",single loc,1334 Walker Chapel Rd,35068
"Trussville, AL",single loc,1128 N Chalkville Rd,35173
"Moody, AL",single loc,2140 Moody Pky,35004
"Greenville, AL",single loc,944 Fort Dale Rd,36037
"Alabaster, AL",single loc,1104 1st Street South,35007
"Sheffield, AL",single loc,4116 N Jackson Hwy,35660
"Madison, AL",single loc,8979 Madison Blvd,35758
"Satsuma, AL",single loc,6097 Highway 43,36572
"Clanton, AL",single loc,2231 7th St S,35046
"Loxley, AL",single loc,13101 Flowerwood Rd,36551
"Jasper, AL",single loc,801 Highway 78 E,35501
"Florence, AL",single loc,2501 Florence Blvd,35630
"Pell City, AL",single loc,1205 Martin St N,35125
"Jacksonville, AL",single loc,500 Pelham Rd S,36265
"Boaz, AL",single loc,10931 Al Highway 168,35957
"Bay Minette, AL",single loc,105 Mcmeans Ave,36507
"Orange Beach, AL",single loc,25101 Perdido Beach Blvd,36561
"Albertville, AL",single loc,80 Al Highway 75 N,35951
"Leeds, AL",single loc,1850 Ashville Rd,35094
"Alexandria, AL",single loc,119 Big Valley Dr,36250
"Childersburg, AL",single loc,33681 Us Highway 280,35044
"Northport, AL",single loc,1925 Mcfarland Blvd,35476
"Robertsdale, AL",single loc,21582 State Highway 59 S,36567
"Enterprise, AL",single loc,637 Boll Weevil Cir,36330
"Summerdale, AL",single loc,1024 State Highway 59 S,36580
"Gulf Shores, AL",single loc,382 E Beach Blvd,36542
"Centre, AL",single loc,2070 W Main St,35960
"Tuscumbia, AL",single loc,183 Highway 43 S,35674
"Grand Bay, AL",single loc,9190 Grand Bay Wilmer Rd S,36541
"Semmes, AL",single loc,3401 Schillinger Rd N,36575
"Arkadelphia, AR ",Waffle House in 71923 at 123 Valley Street,123 Valley Street,71923
"Arkadelphia, AR ",Waffle House in 71923 at 123 Valley St,123 Valley St,71923
"Cabot, AR ",Waffle House in 72023 at 3224 Bill Foster Memorial Hwy,3224 Bill Foster Memorial Hwy,72023
"Cabot, AR ",Waffle House in 72023 at 1102 W Main St,1102 W Main St,72023
"Conway, AR ",Waffle House in 72032 at 201 Skyline Dr,201 Skyline Dr,72032
"Conway, AR ",Waffle House in 72032 at 1816 E Oak St,1816 E Oak St,72032
"Conway, AR ",Waffle House in 72032 at 816 E Oak St,816 E Oak St,72032
"Conway, AR ",Waffle House in 72032 at 305 Arkansas 365,305 Arkansas 365,72032
"Conway, AR ",Waffle House in 72034 at 990 Country Ln,990 Country Ln,72034
"Fort Smith, AR ",Waffle House in 72903 at 6323 Rogers Ave,6323 Rogers Ave,72903
"Fort Smith, AR ",Waffle House in 72908 at 9009 Highway 71 S,9009 Highway 71 S,72908
"Hot Springs National Park, AR ",Waffle House in 71901 at 2017 Central Avenue,2017 Central Avenue,71901
"Hot Springs National Park, AR ",Waffle House in 71901 at 111 Central Ave,111 Central Ave,71901
"Hot Springs National Park, AR ",Waffle House in 71901-6911 at 2017 Central Ave,2017 Central Ave,71901
"Hot Springs National Park, AR ",Waffle House in 71913 at 4761 Central Avenue,4761 Central Avenue,71913
"Hot Springs National Park, AR ",Waffle House in 71913-7407 at 4761 Central Ave,4761 Central Ave,71913
"Jonesboro, AR ",Waffle House in 72401 at 2905 Phillips Dr,2905 Phillips Dr,72401
"Jonesboro, AR ",Waffle House in 72404 at 719 E Parker Rd,719 E Parker Rd,72404
"Little Rock, AR ",Waffle House in 72202 at 1220 Rebsamen Park Rd,1220 Rebsamen Park Rd,72202
"Little Rock, AR ",Waffle House in 72206 at 3202 Bankhead Dr,3202 Bankhead Dr,72206
"Little Rock, AR ",Waffle House in 72209 at 8107 Geyer Springs Rd,8107 Geyer Springs Rd,72209
"Little Rock, AR ",Waffle House in 72209 at 7800 Scott Hamilton Dr,7800 Scott Hamilton Dr,72209
"Little Rock, AR ",Waffle House in 72211 at 500 S Bowman Rd,500 S Bowman Rd,72211
"Little Rock, AR ",Waffle House in 72211-5724 at 201 S Shackleford Rd,201 S Shackleford Rd,72211
"North Little Rock, AR ",Waffle House in 72113 at 20514 Hwy 365 N,20514 Hwy 365 N,72113
"North Little Rock, AR ",Waffle House in 72114 at 2404 Main St,2404 Main St,72114
"North Little Rock, AR ",Waffle House in 72116 at 2505 Mccain Blvd,2505 Mccain Blvd,72116
"North Little Rock, AR ",Waffle House in 72117 at 2512 Hwy 161,2512 Hwy 161,72117
"Russellville, AR ",Waffle House in 72802 at 3085 E Parkway Dr,3085 E Parkway Dr,72802
"Russellville, AR ",Waffle House in 72802 at 2408 N Arkansas Ave,2408 N Arkansas Ave,72802
"Jacksonville, AR",single loc,116 Marshall Rd,72076
"Forrest City, AR",single loc,2340 N Washington St,72335
"Hope, AR",single loc,1407 N Hervey St,71801
"Searcy, AR",single loc,3305 E Race Ave,72143
"Benton, AR",single loc,1215 Hot Springs Hwy,72019
"West Memphis, AR",single loc,2309 S Service Rd,72301
"Morrilton, AR",single loc,1410 E Harding St,72110
"Beebe, AR",single loc,2200 W Center St,72012
"Crawfordsville, AR",single loc,2309 E. Service Rd.,72327
"Brinkley, AR",single loc,1407 N Main St,72021
"Clarksville, AR",single loc,1238 S Rogers St,72830
"Van Buren, AR",single loc,1705 Fayetteville Rd,72956
"Bentonville, AR",single loc,2308 Se Walton Blvd,72712
"Bryant, AR",single loc,105 Commerce St,72022
"Springdale, AR",single loc,1281 S 48th St,72762
"Malvern, AR",single loc,1921 Highway 270,72104
"Sherwood, AR",single loc,6501 Warden Rd,72120
"Fayetteville, AR",single loc,2311 W 6th St,72701
"Mesa, AZ ",Waffle House in 85210 at 1423 S Country Club Dr,1423 S Country Club Dr,85210
"Mesa, AZ ",Waffle House in 85210 at 1831 S Country Club Dr,1831 S Country Club Dr,85210
"Mesa, AZ ",Waffle House in 85215 at 5055 E Mckellips Rd,5055 E Mckellips Rd,85215
"Phoenix, AZ ",Waffle House in 85023 at 2516 W Bell Rd,2516 W Bell Rd,85023
"Phoenix, AZ ",Waffle House in 85027 at 2627 W Deer Valley Rd,2627 W Deer Valley Rd,85027
"Phoenix, AZ ",Waffle House in 85034 at 3363 E University Dr,3363 E University Dr,85034
"Phoenix, AZ ",Waffle House in 85034 at 228 S 24th St,228 S 24th St,85034
"Phoenix, AZ ",Waffle House in 85035 at 5030 W Mcdowell Rd,5030 W Mcdowell Rd,85035
"Phoenix, AZ ",Waffle House in 85043 at 1237 N 59th Ave,1237 N 59th Ave,85043
"Phoenix, AZ ",Waffle House in 85048 at 4824 E Chandler Blvd,4824 E Chandler Blvd,85048
"Tempe, AZ ",Waffle House  at 101/university,101/university, 101/
"Tempe, AZ ",Waffle House in 85281 at 2189 E University Dr,2189 E University Dr,85281
"Tempe, AZ ",Waffle House in 85283 at 1801 W Baseline Rd,1801 W Baseline Rd,85283
"Tucson, AZ ",Waffle House in 85706 at 2701 E Valencia Rd,2701 E Valencia Rd,85706
"Tucson, AZ ",Waffle House in 85713 at 709 W Starr Pass Blvd,709 W Starr Pass Blvd,85713
"Tucson, AZ ",Waffle House in 85714 at 3565 E Irvington Rd,3565 E Irvington Rd,85714
"Tucson, AZ ",Waffle House in 85741 at 4601 W Ina Rd,4601 W Ina Rd,85741
"Tucson, AZ ",Waffle House in 85745 at 1380 W Grant Rd,1380 W Grant Rd,85745
"Apache Junction, AZ",single loc,101 E 29th Ave,85219
"Tolleson, AZ",single loc,8325 W Mcdowell Rd,85353
"Goodyear, AZ",single loc,820 N Dysart Rd,85338
"Eloy, AZ",single loc,N Toltec Rd,85131
"Santa Ana, CA",single loc,W Civic Center Dr,92701
"San Diego, CA",single loc,1750 Camino Del Rio N,92108
"Aurora, CO ",Waffle House in 80011-5715 at 14107 E Colfax Ave,14107 E Colfax Ave,80011
"Aurora, CO ",Waffle House in 80012-3466 at 12880 E Mississippi Ave,12880 E Mississippi Ave,80012
"Colorado Springs, CO ",Waffle House in 80905 at 395 S 8th St,395 S 8th St,80905
"Colorado Springs, CO ",Waffle House in 80907 at 755 W Fillmore St,755 W Fillmore St,80907
"Colorado Springs, CO ",Waffle House in 80915 at 1039 Space Center Dr,1039 Space Center Dr,80915
"Colorado Springs, CO ",Waffle House in 80918 at 4180 Austin Bluffs Pkwy,4180 Austin Bluffs Pkwy,80918
"Fort Collins, CO ",Waffle House in 80524 at 616 S College Ave,616 S College Ave,80524
"Fort Collins, CO ",Waffle House in 80524 at 3850 E Mulberry St,3850 E Mulberry St,80524
"Denver, CO",single loc,3805 Peoria St,80239-3313
"Loveland, CO",single loc,1421 E Eisenhower Blvd,80537-3927
"Thornton, CO",single loc,8401 Pearl St,80229-4804
"Parker, CO",single loc,19312 E Plaza Dr,80138-9066
"Littleton, CO",single loc,201 E County Line Rd,80122-8100
"Castle Rock, CO",single loc,222 Wolfensberger Rd,80109
"Longmont, CO",single loc,3811 Hwy 119,80504-9543
"Middletown, DE",single loc,598 W Main St,19709
"Smyrna, DE",single loc,37 S Cory Ln,19977-2890
"Dover, DE",single loc,4003 N Dupont Hwy,19901
"Altamonte Springs, FL ",Waffle House in 32714 at 985 S State Road 434,985 S State Road 434,32714
"Altamonte Springs, FL ",Waffle House in 32714 at 278 Douglas Ave,278 Douglas Ave,32714
"Brandon, FL ",Waffle House in 33511 at 1412 W Brandon Blvd,1412 W Brandon Blvd,33511
"Brandon, FL ",Waffle House in 33511 at 1902 W Lumsden Rd,1902 W Lumsden Rd,33511
"Clearwater Beach, FL ",Waffle House in 33767 at 521 S Gulfview Blvd,521 S Gulfview Blvd,33767
"Clearwater Beach, FL ",Waffle House in 33767 at 521 South Gulfview Boulevard,521 South Gulfview Boulevard,33767
"Crestview, FL ",Waffle House in 32536 at 298 W James Lee Blvd,298 W James Lee Blvd,32536
"Crestview, FL ",Waffle House in 32536 at 3804 S Ferdon Blvd,3804 S Ferdon Blvd,32536
"Destin, FL ",Waffle House in 32541 at 209 Harbor Blvd,209 Harbor Blvd,32541
"Destin, FL ",Waffle House in 32541 at 154 Regions Way,154 Regions Way,32541
"Destin, FL ",Waffle House in 32541 at 1067 Highway 98 E,1067 Highway 98 E,32541
"Fort Lauderdale, FL ",Waffle House in 33309-3808 at 4840 Powerline Rd,4840 Powerline Rd,33309
"Fort Lauderdale, FL ",Waffle House in 33314 at 2580 Davie Road,2580 Davie Road,33314
"Fort Lauderdale, FL ",Waffle House in 33317 at 2580 Davie Rd,2580 Davie Rd,33317
"Fort Lauderdale, FL ",Waffle House in 33330 at 4689 Volunteer Rd,4689 Volunteer Rd,33330
"Fort Lauderdale, FL ",Waffle House in 33331 at 4689 Volunteer Road,4689 Volunteer Road,33331
"Fort Myers, FL ",Waffle House in 33901 at 2940 Cleveland Ave,2940 Cleveland Ave,33901
"Fort Myers, FL ",Waffle House in 33905 at 4050 Boatways Rd,4050 Boatways Rd,33905
"Fort Myers, FL ",Waffle House in 33912 at 9420 Daniels Pkwy,9420 Daniels Pkwy,33912
"Fort Pierce, FL ",Waffle House in 34945 at 7147 Okeechobee Rd,7147 Okeechobee Rd,34945
"Fort Pierce, FL ",Waffle House in 34947 at 5872 Okeechobee Rd,5872 Okeechobee Rd,34947
"Fort Walton Beach, FL ",Waffle House in 32547 at 460 Racetrack Rd Nw,460 Racetrack Rd Nw,32547
"Fort Walton Beach, FL ",Waffle House in 32548 at 318 Miracle Strip Pkwy Sw,318 Miracle Strip Pkwy Sw,32548
"Fort Walton Beach, FL ",Waffle House in 32548 at 1251 Miracle Strip Pkwy Se,1251 Miracle Strip Pkwy Se,32548
"Fort Walton Beach, FL ",Waffle House in 32548 at 263 Miracle Strip Pkwy Se,263 Miracle Strip Pkwy Se,32548
"Gainesville, FL ",Waffle House in 32606 at 7611 W Newberry Rd,7611 W Newberry Rd,32606
"Gainesville, FL ",Waffle House in 32608 at 2120 SW 13th St,2120 SW 13th St,32608
"Gainesville, FL ",Waffle House in 32608 at 3919 SW 40th Blvd,3919 SW 40th Blvd,32608
"Gainesville, FL ",Waffle House in 32608-2004 at 2205 SW 13th St,2205 SW 13th St,32608
"Gulf Breeze, FL ",Waffle House in 32561 at 831 Gulf Breeze Pky,831 Gulf Breeze Pky,32561
"Gulf Breeze, FL ",Waffle House in 32563 at 3340 Gulf Breeze Pky,3340 Gulf Breeze Pky,32563
"Gulf Breeze, FL ",Waffle House in 32566 at 8582 Navarre Parkway,8582 Navarre Parkway,32566
"Jacksonville, FL ",Waffle House in 32201 at Us Hwy. 301 Bald And I-10,Us Hwy. 301 Bald And I-10,32201
"Jacksonville, FL ",Waffle House in 32210 at 4271 Roosevelt Blvd,4271 Roosevelt Blvd,32210
"Jacksonville, FL ",Waffle House in 32216 at 5067 J Turner Butler Blvd,5067 J Turner Butler Blvd,32216
"Jacksonville, FL ",Waffle House in 32216 at 5208 University Blvd W,5208 University Blvd W,32216
"Jacksonville, FL ",Waffle House in 32218 at 14680 Duval Rd,14680 Duval Rd,32218
"Jacksonville, FL ",Waffle House in 32218 at 580 Busch Dr,580 Busch Dr,32218
"Jacksonville, FL ",Waffle House in 32234 at 1066 Us Highway 301 S,1066 Us Highway 301 S,32234
"Jacksonville, FL ",Waffle House in 32254 at 6796 Commonwealth Ave,6796 Commonwealth Ave,32254
"Jacksonville, FL ",Waffle House in 32256 at 8243 Western Way,8243 Western Way,32256
"Jacksonville, FL ",Waffle House in 32256 at 10140 Philips Hwy,10140 Philips Hwy,32256
"Kissimmee, FL ",Waffle House in 34741 at 1512 N John Young Pkwy,1512 N John Young Pkwy,34741
"Kissimmee, FL ",Waffle House in 34741 at 1215 W Vine St,1215 W Vine St,34741
"Kissimmee, FL ",Waffle House in 34744 at 2037 E Irlo Bronson Memorial Hwy,2037 E Irlo Bronson Memorial Hwy,34744
"Kissimmee, FL ",Waffle House in 34746 at 4690 Seven Dwarfs Ln,4690 Seven Dwarfs Ln,34746
"Kissimmee, FL ",Waffle House in 34746 at 5391 W Irlo Bronson Memorial Hwy,5391 W Irlo Bronson Memorial Hwy,34746
"Kissimmee, FL ",Waffle House in 34747 at 5987 W Irlo Bronson Memorial Hwy,5987 W Irlo Bronson Memorial Hwy,34747
"Kissimmee, FL ",Waffle House in 34747 at 7696 West Irlo Bronson Memorial Highway,7696 West Irlo Bronson Memorial Highway,34747
"Kissimmee, FL ",Waffle House in 34747 at 5991 West Irlo Bronson Memorial Highway,5991 West Irlo Bronson Memorial Highway,34747
"Kissimmee, FL ",Waffle House in 34747 at 7696 W Irlo Bronson Memorial Hwy,7696 W Irlo Bronson Memorial Hwy,34747
"Lake City, FL ",Waffle House in 32055 at 3639 W Us Highway 90,3639 W Us Highway 90,32055
"Lake City, FL ",Waffle House in 32055-3917 at 212 N Marion Ave,212 N Marion Ave,32055
"Lakeland, FL ",Waffle House in 33801 at 812 E Memorial Blvd,812 E Memorial Blvd,33801
"Lakeland, FL ",Waffle House in 33805 at 3244 Us-98 N,3244 Us-98 N,33805
"Lakeland, FL ",Waffle House in 33805 at 4210 Lakeland Hills Blvd,4210 Lakeland Hills Blvd,33805
"Marianna, FL ",Waffle House in 32446 at 4201 Lafayette St,4201 Lafayette St,32446
"Marianna, FL ",Waffle House in 32448 at 2215 Highway 71,2215 Highway 71,32448
"Midway, FL ",Waffle House in 32343 at 2380 East Brickyard Road,2380 East Brickyard Road,32343
"Midway, FL ",Waffle House in 32343 at 2000 E Brick Yard Rd,2000 E Brick Yard Rd,32343
"Milton, FL ",Waffle House in 32570 at 5173 Stewart St,5173 Stewart St,32570
"Milton, FL ",Waffle House in 32570-4778 at 6558 Caroline St,6558 Caroline St,32570
"Milton, FL ",Waffle House in 32571 at 4900 Highway 90,4900 Highway 90,32571
"Milton, FL ",Waffle House in 32571 at 4219 Woodbine Road,4219 Woodbine Road,32571
"Milton, FL ",Waffle House in 32571 at 4219 Woodbine Rd,4219 Woodbine Rd,32571
"Milton, FL ",Waffle House in 32583 at 8555 Keshav Taylor Dr,8555 Keshav Taylor Dr,32583
"Milton, FL ",Waffle House in 32583 at 2662 Avalon Blvd,2662 Avalon Blvd,32583
"Miramar Beach, FL ",Waffle House in 32550 at 10579 Us-98 W,10579 Us-98 W,32550
"Miramar Beach, FL ",Waffle House in 32550 at 130 Scenic Gulf Drive,130 Scenic Gulf Drive,32550
"Naples, FL ",Waffle House in 34105 at 6531 Dudley Dr,6531 Dudley Dr,34105
"Naples, FL ",Waffle House in 34114 at 3824 Tollhouse Dr,3824 Tollhouse Dr,34114
"Niceville, FL ",Waffle House in 32578 at 628 W John Sims Pky,628 W John Sims Pky,32578
"Niceville, FL ",Waffle House in 32578 at 4575 E Highway 20,4575 E Highway 20,32578
"Ocala, FL ",Waffle House in 34473 at 2065 SW Highway 484,2065 SW Highway 484,34473
"Ocala, FL ",Waffle House in 34474 at 3871 SW College Rd,3871 SW College Rd,34474
"Ocala, FL ",Waffle House in 34482 at 3921 W Silver Springs Blvd,3921 W Silver Springs Blvd,34482
"Ocala, FL ",Waffle House in 34482 at 3816 NW Blitchton Rd,3816 NW Blitchton Rd,34482
"Orange Park, FL ",Waffle House in 32073 at 151 Park Ave,151 Park Ave,32073
"Orange Park, FL ",Waffle House in 32073 at 165 Park Avenue,165 Park Avenue,32073
"Orlando, FL ",Waffle House in 32805 at 1307 S Orange Blossom Trl,1307 S Orange Blossom Trl,32805
"Orlando, FL ",Waffle House in 32809 at 8903 S Orange Blossom Trl,8903 S Orange Blossom Trl,32809
"Orlando, FL ",Waffle House in 32809 at 1736 Mccoy Rd,1736 Mccoy Rd,32809
"Orlando, FL ",Waffle House in 32817 at 11749 E Colonial Dr,11749 E Colonial Dr,32817
