,cities,raw,address,zip
430,"Valdosta, GA ",Waffle House in 31601 at 1819 W Hill Ave,1819 W Hill Ave,31601
431,"Valdosta, GA ",Waffle House in 31601 at 1302 N St Augustine Rd,1302 N St Augustine Rd,31601
432,"Valdosta, GA ",Waffle House in 31602-5905 at 3120 N Patterson St,3120 N Patterson St,31602
433,"Valdosta, GA ",Waffle House in 31602-6855 at 4600 N Valdosta Rd,4600 N Valdosta Rd,31602
434,"Villa Rica, GA ",Waffle House in 30180 at 592 Carrollton Villa Rica Hwy,592 Carrollton Villa Rica Hwy,30180
435,"Villa Rica, GA ",Waffle House in 30180 at 138 Conners Rd,138 Conners Rd,30180
436,"Villa Rica, GA ",Waffle House in 30180-2318 at 197 Carrollton Villa Rica Hwy,197 Carrollton Villa Rica Hwy,30180
437,"Warner Robins, GA ",Waffle House in 31088 at 1287 S Houston Lake Rd,1287 S Houston Lake Rd,31088
438,"Warner Robins, GA ",Waffle House in 31088 at 310 Russell Pkwy,310 Russell Pkwy,31088
439,"Warner Robins, GA ",Waffle House in 31093-3433 at 1501 Watson Blvd,1501 Watson Blvd,31093
440,"Woodstock, GA ",Waffle House in 30188-4843 at 158 Towne Lake Pkwy,158 Towne Lake Pkwy,30188
441,"Woodstock, GA ",Waffle House in 30188-6423 at 9539 Highway 92 Ste 684,9539 Highway 92 Ste 684,30188
0,"Hinesville, GA",single loc,735 E Oglethorpe Hwy,31313
1,"Rockmart, GA",single loc,1401 N Piedmont Ave,30153
2,"Pooler, GA",single loc,1012 Us-80 E,31322
3,"Clayton, GA",single loc,537 Highway 441 S,30525
4,"Conley, GA",single loc,4205 Thurman Rd,30288-1104
5,"Oakwood, GA",single loc,4410 Mundy Mill Rd,30566-2400
6,"Eastanollee, GA",single loc,451 Walmart Ct,30538
7,"Braselton, GA",single loc,I-85 And Hwy. 53,30517
8,"Metter, GA",single loc,1115 S Lewis St,30439
9,"Palmetto, GA",single loc,9159 Roosevelt Hwy,30268
10,"Adel, GA",single loc,1001 W 4th St,31620
11,"Commerce, GA",single loc,30789 Highway 441 S,30529
12,"Cedartown, GA",single loc,228 N Main St,30125
13,"Hiram, GA",single loc,74 Hiram Acworth Hwy,30141-2200
14,"Clarkston, GA",single loc,1362 Brockett Rd,30021-1501
15,"Austell, GA",single loc,7350 Six Flags Dr,30168-6905
16,"Blairsville, GA",single loc,10 Highway 515,30512
17,"Calhoun, GA",single loc,1420 Red Bud Rd NE,30701
18,"Greensboro, GA",single loc,2250 S Main St,30642
19,"Statham, GA",single loc,1917 Atlanta Hwy Se,30666
20,"Darien, GA",single loc,P.o. Box 623,31305
21,"Jesup, GA",single loc,1099 N 1st St,31545
22,"Sylvester, GA",single loc,911 E Franklin St,31791
23,"Thomson, GA",single loc,2101 Washington Rd,30824
24,"Lula, GA",single loc,4395 Cornelia Hwy,30554
25,"Tyrone, GA",single loc,115 Saint Stephens Ct.,30290
26,"Locust Grove, GA",single loc,4833 Bill Gardner Pkwy,30248-2921
27,"Auburn, GA",single loc,20 Auburn Park Dr,30011
28,"Rex, GA",single loc,6483 Highway 42,30273-1727
29,"Eatonton, GA",single loc,1003 Greensboro Rd,31024
30,"Thomaston, GA",single loc,1063 Hwy 19 N,30286
31,"St Simons Island, GA",single loc,2210 Demere Rd,31522
32,"Mableton, GA",single loc,5602 Mableton Pkwy Se,30126-3304
33,"Temple, GA",single loc,543 Carrollton St,30179
34,"Adairsville, GA",single loc,7855 Adairsville Hwy,30103
35,"Dahlonega, GA",single loc,"1343 Long Branch Rd, #67",30533
36,"Evans, GA",single loc,4291 Washington Rd,30809
37,"Hogansville, GA",single loc,1615 Bass Cross Rd,30230-2763
38,"Winder, GA",single loc,19 W May St,30680-8103
39,"Moultrie, GA",single loc,1900 1st Ave SE,31768
40,"Ashburn, GA",single loc,745 W Washington Ave,31714
41,"Blue Ridge, GA",single loc,4223 Appalachian Hwy,30513
42,"Hapeville, GA",single loc,839 Virginia Ave,30354-1913
43,"Lake Park, GA",single loc,1245 Lakes Blvd,31636
44,"Leesburg, GA",single loc,1608 Us-19 S,31763
45,"Tallapoosa, GA",single loc,1021 Georgia Highway 100 S,30176
46,"Jefferson, GA",single loc,4915 Highway 129 N,30549
47,"Centerville, GA",single loc,2816 Watson Blvd,31028
48,"Americus, GA",single loc,1207 S Martin Luther King Jr Blvd,31719
49,"Grovetown, GA",single loc,491 Lewiston Rd,30813
50,"College Park, GA",single loc,1425 Virginia Ave,30337-2205
51,"Sandersville, GA",single loc,104 E Church St,31082
0,"Granite City, IL",single loc,3244 W Chain Of Rocks Rd,62040
1,"Flossmoor, IL",single loc,3345 Vollmer Rd,60422
2,"Collinsville, IL",single loc,505 N Bluff Rd,62234
0,"Indianapolis, IN ",Waffle House in 46217 at 4937 Knights Way,4937 Knights Way,46217
1,"Indianapolis, IN ",Waffle House in 46222-2828 at 2621 W 16th St,2621 W 16th St,46222
2,"Indianapolis, IN ",Waffle House in 46226 at 7290 Pendelton Pike,7290 Pendelton Pike,46226
3,"Indianapolis, IN ",Waffle House in 46237 at E Southport Rd,E Southport Rd,46237
4,"Indianapolis, IN ",Waffle House in 46241-1515 at 3815 W Washington St,3815 W Washington St,46241
5,"Indianapolis, IN ",Waffle House in 46241-5173 at 2621 S Lynhurst Dr,2621 S Lynhurst Dr,46241
6,"Indianapolis, IN ",Waffle House in 46278 at 7112 Zionsville Rd,7112 Zionsville Rd,46278
0,"Greenfield, IN",single loc,N State St,46140
1,"Martinsville, IN",single loc,2210 Burton Ln,46151-9405
2,"New Albany, IN",single loc,325 W. Spring St.,47150
3,"Plainfield, IN",single loc,155 N Dan Jones Rd,46168-1874
4,"Bloomington, IN",single loc,530 N College Ave,47404-3897
5,"Jeffersonville, IN",single loc,505 Indiana Ave.,47130
6,"Kokomo, IN",single loc,807 S Reed Rd,46901-5628
7,"Corydon, IN",single loc,2420 Landmark Ave Ne,47112
8,"Anderson, IN",single loc,1931 E 60th St,46013-3045
9,"Greensburg, IN",single loc,2310 N State Route 3,47240-9713
10,"Pendleton, IN",single loc,7810 S State Road 13,46064
11,"Shelbyville, IN",single loc,1784 N Riley Hwy,46176
12,"Sellersburg, IN",single loc,250 S. Indiana Ave.,47172
13,"Scottsburg, IN",single loc,1515 W Mcclain Ave,47170
0,"Olathe, KS ",Waffle House in 66061-3640 at 1455 E Santa Fe St,1455 E Santa Fe St,66061
1,"Olathe, KS ",Waffle House in 66061-7212 at 14930 S Harrison St,14930 S Harrison St,66061
0,"Gardner, KS",single loc,1850 E Santa Fe St,66030-1504
1,"Kansas City, KS",single loc,4500 Kansas Ave,66106-1125
2,"Overland Park, KS",single loc,10910 W 75th St,66214
3,"Bonner Springs, KS",single loc,4 S 130th St,66012-9144
0,"Bowling Green, KY ",Waffle House in 42101 at 1868 Russellville Rd,1868 Russellville Rd,42101
1,"Bowling Green, KY ",Waffle House in 42104 at 150 Three Springs Rd,150 Three Springs Rd,42104
2,"Bowling Green, KY ",Waffle House in 42104 at 1979 Mel Browning St,1979 Mel Browning St,42104
3,"Covington, KY ",Waffle House in 41011-1203 at 617 W 3rd St,617 W 3rd St,41011
4,"Covington, KY ",Waffle House in 41011-1235 at 311 Philadelphia St,311 Philadelphia St,41011
5,"Erlanger, KY ",Waffle House in 41018 at 650 Donaldson Hwy,650 Donaldson Hwy,41018
6,"Erlanger, KY ",Waffle House in 41018-1238 at 638 Donaldson Hwy,638 Donaldson Hwy,41018
7,"Florence, KY ",Waffle House in 41042-1474 at 8050 Us 42,8050 Us 42,41042
8,"Florence, KY ",Waffle House in 41042-1515 at 7673 Burlington Pike,7673 Burlington Pike,41042
9,"Georgetown, KY ",Waffle House in 40324 at 405 Cherry Blossom Way,405 Cherry Blossom Way,40324
10,"Georgetown, KY ",Waffle House in 40324 at 175 Outlet Center Dr,175 Outlet Center Dr,40324
11,"Hebron, KY ",Waffle House in 41048 at 2080 Litton Ln,2080 Litton Ln,41048
12,"Hebron, KY ",Waffle House in 41048-8612 at 2085 Litton Ln,2085 Litton Ln,41048
13,"Lexington, KY ",Waffle House in 40504 at 859 S Broadway,859 S Broadway,40504
14,"Lexington, KY ",Waffle House in 40505 at 2340 Buena Vista Rd,2340 Buena Vista Rd,40505
15,"Lexington, KY ",Waffle House in 40505 at 2203 N Broadway,2203 N Broadway,40505
16,"Lexington, KY ",Waffle House in 40509 at 5548 Athens Boonesboro Rd,5548 Athens Boonesboro Rd,40509
17,"Lexington, KY ",Waffle House in 40509 at 1912 Plaudit Pl,1912 Plaudit Pl,40509
18,"Lexington, KY ",Waffle House in 40509 at 501 Darby Creek Rd,501 Darby Creek Rd,40509
19,"Lexington, KY ",Waffle House in 40511 at 1943 Stanton Way,1943 Stanton Way,40511
20,"Lexington, KY ",Waffle House in 40511 at 1012 Georgetown Rd,1012 Georgetown Rd,40511
21,"Lexington, KY ",Waffle House in 40513 at 3040 Lakecrest Cir,3040 Lakecrest Cir,40513
22,"Lexington, KY ",Waffle House in 40517 at 153 Patchen Dr,153 Patchen Dr,40517
23,"Lexington, KY ",Waffle House in 40517 at 3601 Walden Dr,3601 Walden Dr,40517
24,"Louisville, KY ",Waffle House in 40213 at 2809 Fern Valley Rd,2809 Fern Valley Rd,40213
25,"Louisville, KY ",Waffle House in 40213 at 4706 Preston Hwy,4706 Preston Hwy,40213
26,"Louisville, KY ",Waffle House in 40213 at 3347 Fern Valley Rd,3347 Fern Valley Rd,40213
27,"Louisville, KY ",Waffle House in 40216 at 4150 Cane Run Rd,4150 Cane Run Rd,40216
28,"Louisville, KY ",Waffle House in 40218 at 4320 Bishop Ln,4320 Bishop Ln,40218
29,"Louisville, KY ",Waffle House in 40220 at 4029 Taylorsville Rd,4029 Taylorsville Rd,40220
30,"Louisville, KY ",Waffle House in 40222 at 9800 Blairwood Rd,9800 Blairwood Rd,40222
31,"Louisville, KY ",Waffle House in 40229-5904 at 12020 Standiford Plaza Dr,12020 Standiford Plaza Dr,40229
32,"Louisville, KY ",Waffle House in 40241 at 3739 Pamela Rae Dr,3739 Pamela Rae Dr,40241
33,"Louisville, KY ",Waffle House in 40243 at 12923 Shelbyville Rd,12923 Shelbyville Rd,40243
34,"Louisville, KY ",Waffle House in 40291 at 7715 Bardstown Rd,7715 Bardstown Rd,40291
35,"Louisville, KY ",Waffle House in 40299 at 1620 Kentucky Mills Dr,1620 Kentucky Mills Dr,40299
36,"Louisville, KY ",Waffle House in 40299 at 2301 Hurstbourne Village Dr,2301 Hurstbourne Village Dr,40299
37,"Owensboro, KY ",Waffle House in 42301 at 3970 Frederica St,3970 Frederica St,42301
38,"Owensboro, KY ",Waffle House in 42303-2460 at 3200 Bold Forbes Way,3200 Bold Forbes Way,42303
39,"Paducah, KY ",Waffle House in 42003 at 3522 Clarks River Rd,3522 Clarks River Rd,42003
40,"Paducah, KY ",Waffle House in 42003 at 2100 Lone Oak Rd,2100 Lone Oak Rd,42003
41,"Richmond, KY ",Waffle House in 40475 at 104 N Keeneland Dr,104 N Keeneland Dr,40475
42,"Richmond, KY ",Waffle House in 40475 at 220 Eastern Byp,220 Eastern Byp,40475
43,"Shelbyville, KY ",Waffle House in 40065 at 70 Howard Dr,70 Howard Dr,40065
44,"Shelbyville, KY ",Waffle House in 40065 at 1600 Mt Eden Rd,1600 Mt Eden Rd,40065
45,"Walton, KY ",Waffle House in 41094 at 11213 Frontage Rd,11213 Frontage Rd,41094
46,"Walton, KY ",Waffle House in 41094 at 185 Mary Grubbs Hwy,185 Mary Grubbs Hwy,41094
47,"Walton, KY ",Waffle House in 41094-8283 at 229 Mary Grubbs Hwy,229 Mary Grubbs Hwy,41094
48,"Walton, KY ",Waffle House in 41094-9574 at Frontage Rd,Frontage Rd,41094
49,"Winchester, KY ",Waffle House in 40391 at 4 Carol Rd,4 Carol Rd,40391
50,"Winchester, KY ",Waffle House in 40391 at Carol Rd,Carol Rd,40391
0,"Corbin, KY",single loc,2641 Cumberland Falls Hwy,40701
1,"Shepherdsville, KY",single loc,2021 E Blue Lick Rd,40165
2,"Highland Heights, KY",single loc,251 AA Hwy,41076-8552
3,"Ashland, KY",single loc,12679 US Route 60,41102-9676
4,"Radcliff, KY",single loc,188 S Dixie Blvd,40160
5,"Versailles, KY",single loc,516 Lexington Rd,40383
6,"Benton, KY",single loc,397 Ash St,42025
7,"Frankfort, KY",single loc,1562 Versailles Rd,40601
8,"Dry Ridge, KY",single loc,64 Broadway St,41035
9,"Nicholasville, KY",single loc,1034 S Main St,40356
10,"Elizabethtown, KY",single loc,2026 N Mulberry St,42701
11,"Franklin, KY",single loc,3833 Nashville Rd,42134
12,"Carrollton, KY",single loc,37 Inn Rd,41008-8025
13,"Hopkinsville, KY",single loc,2923 Fort Campbell Blvd,42240
14,"Catlettsburg, KY",single loc,10606 Us Route 23,41129
15,"Calvert City, KY",single loc,468 Kennedy Ave,42029
16,"Oak Grove, KY",single loc,12880 Fort Campbell Blvd,42262
17,"La Grange, KY",single loc,1001 New Moody Ln,40031
18,"Mount Vernon, KY",single loc,1955 Richmond St,40456
19,"London, KY",single loc,76 Austin Ln,40741
0,"Baton Rouge, LA ",Waffle House in 70808 at 2363 College Dr,2363 College Dr,70808
1,"Baton Rouge, LA ",Waffle House in 70809 at 10439 Reiger Rd,10439 Reiger Rd,70809
2,"Baton Rouge, LA ",Waffle House in 70810 at 18159 Highland Rd,18159 Highland Rd,70810
3,"Baton Rouge, LA ",Waffle House in 70814 at 7664 Airline Hwy,7664 Airline Hwy,70814
4,"Baton Rouge, LA ",Waffle House in 70816 at 10389 Airline Hwy,10389 Airline Hwy,70816
5,"Baton Rouge, LA ",Waffle House in 70816 at 2320 S Sherwood Forest Blvd,2320 S Sherwood Forest Blvd,70816
6,"Baton Rouge, LA ",Waffle House in 70816 at 1988 Oneal Ln,1988 Oneal Ln,70816
7,"Bossier City, LA ",Waffle House in 71111 at 7995 E Texas St,7995 E Texas St,71111
8,"Bossier City, LA ",Waffle House in 71112 at 2123 Old Minden Rd,2123 Old Minden Rd,71112
9,"Bossier City, LA ",Waffle House in 71112 at 1984 Airline Dr,1984 Airline Dr,71112
10,"Breaux Bridge, LA ",Waffle House in 70517 at 2998 Grand Point Hwy,2998 Grand Point Hwy,70517
11,"Breaux Bridge, LA ",Waffle House in 70517 at 502 Degeyter Rd,502 Degeyter Rd,70517
12,"Hammond, LA ",Waffle House in 70401 at 1010 E Thomas St,1010 E Thomas St,70401
13,"Hammond, LA ",Waffle House in 70401 at 3123 Highway 190 W,3123 Highway 190 W,70401
14,"Hammond, LA ",Waffle House in 70403 at 2101 Sw Railroad Ave,2101 Sw Railroad Ave,70403
15,"Lafayette, LA ",Waffle House in 70501 at 2106 NE Evangeline Thwy,2106 NE Evangeline Thwy,70501
16,"Lafayette, LA ",Waffle House in 70501 at 1905 Ne Evangeline Trwy,1905 Ne Evangeline Trwy,70501
17,"Lafayette, LA ",Waffle House in 70507 at 1800 N University Ave,1800 N University Ave,70507
18,"Mandeville, LA ",Waffle House in 70448 at 418 N Causeway Blvd,418 N Causeway Blvd,70448
19,"Mandeville, LA ",Waffle House in 70471-7501 at 68071 Highway 59,68071 Highway 59,70471
20,"Monroe, LA ",Waffle House in 71203 at 8305 Desiard St,8305 Desiard St,71203
21,"Monroe, LA ",Waffle House in 71203 at 2903 Sterlington Rd,2903 Sterlington Rd,71203
22,"Port Allen, LA ",Waffle House in 70767 at 3163 La Highway 1 S,3163 La Highway 1 S,70767
23,"Port Allen, LA ",Waffle House in 70767 at 112 Lobdell Hwy,112 Lobdell Hwy,70767
24,"Shreveport, LA ",Waffle House in 71107-4035 at 3080 N Market St,3080 N Market St,71107
25,"Shreveport, LA ",Waffle House in 71109 at 5103 Monkhouse Dr,5103 Monkhouse Dr,71109
26,"Shreveport, LA ",Waffle House in 71118 at 9217 Mansfield Rd,9217 Mansfield Rd,71118
27,"Shreveport, LA ",Waffle House in 71129 at 6127 Financial Plz,6127 Financial Plz,71129
28,"Slidell, LA ",Waffle House in 70458 at 140 Brownswitch Rd,140 Brownswitch Rd,70458
29,"Slidell, LA ",Waffle House in 70458 at 2006 Old Spanish Trl,2006 Old Spanish Trl,70458
30,"Slidell, LA ",Waffle House in 70458 at 111 Oak Ct,111 Oak Ct,70458
31,"Slidell, LA ",Waffle House in 70461 at 1728 Gause Blvd E,1728 Gause Blvd E,70461
32,"Sulphur, LA ",Waffle House in 70665 at 2621 Ruth St,2621 Ruth St,70665
33,"Sulphur, LA ",Waffle House in 70665 at 2488 S Cities Service Hwy,2488 S Cities Service Hwy,70665
34,"West Monroe, LA ",Waffle House in 71291 at 308 Thomas Rd,308 Thomas Rd,71291
35,"West Monroe, LA ",Waffle House in 71291 at 148 Well Rd,148 Well Rd,71291
36,"West Monroe, LA ",Waffle House in 71292 at 101 Basic Dr,101 Basic Dr,71292
0,"Boutte, LA",single loc,14173 Highway 90,70039
1,"Jennings, LA",single loc,1635 Elton Rd,70546
2,"New Iberia, LA",single loc,612 Emery Lewis Ave,70560
3,"Denham Springs, LA",single loc,105 Rushing Rd W,70726
4,"Walker, LA",single loc,13484 Vera Mcgowan Rd,70785
5,"Covington, LA",single loc,110 Holiday Blvd,70433
6,"Morgan City, LA",single loc,6371 Hwy 182,70380-2037
7,"Lacombe, LA",single loc,1738 Gause Blvd.,70445
8,"Crowley, LA",single loc,1000 Egan Hwy,70526
9,"Rayville, LA",single loc,167 Maxwell Dr,71269
10,"Ruston, LA",single loc,1121 Cooktown Rd,71270
11,"La Place, LA",single loc,4304 Main St,70068-5921
12,"Haughton, LA",single loc,475 N Elm St,71037
13,"Houma, LA",single loc,1736 Martin Luther King Jr Blvd,70360
14,"Gray, LA",single loc,113 Linda Ann Ave,70359
15,"New Orleans, LA",single loc,5801 Read Blvd,70127-2612
16,"Scott, LA",single loc,203 Ambassador Caffery Pkwy,70583
17,"Sterlington, LA",single loc,10295 Highway 165 N,71280
18,"Zachary, LA",single loc,5500 Main St,70791
19,"Ponchatoula, LA",single loc,723 W Pine St,70454
20,"Amite, LA",single loc,1105 W Oak St,70422
21,"Lake Charles, LA",single loc,804 N Lake Shore Dr,70601
0,"Frederick, MD ",Waffle House in 21701-3104 at 1316 E Patrick St,1316 E Patrick St,21701
1,"Frederick, MD ",Waffle House in 21704 at 8906 Fingerboard Rd,8906 Fingerboard Rd,21704
2,"Frederick, MD ",Waffle House in 21704-8312 at 5646 Buckeystown Pike,5646 Buckeystown Pike,21704
3,"Hagerstown, MD ",Waffle House in 21740 at 10422 Sharpsburg Pike,10422 Sharpsburg Pike,21740
4,"Hagerstown, MD ",Waffle House in 21742 at 13612 Crayton Blvd,13612 Crayton Blvd,21742
5,"Hagerstown, MD ",Waffle House in 21742 at 13120 Pennsylvania Ave,13120 Pennsylvania Ave,21742
0,"Edgewood, MD",single loc,1806 Edgewood Rd,21040
1,"Williamsport, MD",single loc,306 E Potomac St,21795
2,"North East, MD",single loc,2512 Pulaski Hwy,21901-2610
3,"Elkton, MD",single loc,261 Belle Hill Rd,21921-5132
4,"Havre De Grace, MD",single loc,808 Pulaski Hwy,21078
5,"Belcamp, MD",single loc,1323 Riverside Pkwy,21017
6,"Bel Air, MD",single loc,1500 Conowingo Rd,21014
0,"Watervliet, MI",single loc,3801 N M 140,49098
0,"Columbia, MO ",Waffle House in 65202 at 904 Vandiver Dr,904 Vandiver Dr,65202
1,"Columbia, MO ",Waffle House in 65203 at 2701 S Providence Rd,2701 S Providence Rd,65203
2,"Kansas City, MO ",Waffle House in 64117-1143 at 4404 Ne Antioch Rd,4404 Ne Antioch Rd,64117
3,"Kansas City, MO ",Waffle House in 64117-1579 at 7401 Ne Parvin Rd,7401 Ne Parvin Rd,64117
4,"Kansas City, MO ",Waffle House in 64120-2127 at 6840 E Front St,6840 E Front St,64120
5,"Kansas City, MO ",Waffle House in 64153 at 9750 Nw Prairie View Rd,9750 Nw Prairie View Rd,64153
6,"Kansas City, MO ",Waffle House in 64157-1000 at 9700 Ne Barry Rd,9700 Ne Barry Rd,64157
7,"Lees Summit, MO ",Waffle House in 64086 at 1699 Ne Douglas St,1699 Ne Douglas St,64086
8,"Lees Summit, MO ",Waffle House in 64086-4701 at 1700 Ne Douglas St,1700 Ne Douglas St,64086
9,"Springfield, MO ",Waffle House in 65802 at 436 N West Byp,436 N West Byp,65802
10,"Springfield, MO ",Waffle House in 65803 at 3135 N Glenstone Ave,3135 N Glenstone Ave,65803
11,"Springfield, MO ",Waffle House in 65803 at 3326 E Kearney St,3326 E Kearney St,65803
12,"Springfield, MO ",Waffle House in 65803 at 2800 N Kansas Expy,2800 N Kansas Expy,65803
13,"Springfield, MO ",Waffle House in 65804 at 3410 E Sunshine St,3410 E Sunshine St,65804
14,"Springfield, MO ",Waffle House in 65807 at 4128 S National Ave,4128 S National Ave,65807
15,"St Charles, MO ",Waffle House in 63301 at 301 Little Hills Expy,301 Little Hills Expy,63301
16,"St Charles, MO ",Waffle House in 63301 at 1200 S 5th St,1200 S 5th St,63301
17,"St Charles, MO ",Waffle House in 63303 at 1601 Gettysburg Lndg,1601 Gettysburg Lndg,63303
18,"St Louis, MO ",Waffle House in 63125 at 3154 Telegraph Rd,3154 Telegraph Rd,63125
19,"St Louis, MO ",Waffle House in 63126-3521 at 5330 S Lindbergh Blvd,5330 S Lindbergh Blvd,63126
20,"St Louis, MO ",Waffle House in 63126-3521 at 5330 S Lindbergh Blvd,5330 S Lindbergh Blvd,63126
21,"St Louis, MO ",Waffle House in 63128 at 4319 Butler Hill Rd,4319 Butler Hill Rd,63128
22,"St Louis, MO ",Waffle House in 63134 at 4525 James S Mcdonnell Blvd,4525 James S Mcdonnell Blvd,63134
23,"St Louis, MO ",Waffle House in 63134 at 4525 James S Mcdonnell Blvd,4525 James S Mcdonnell Blvd,63134
0,"O Fallon, MO",single loc,106 W Terra Ln,63366-2542
1,"St Robert, MO",single loc,321 Highway Z,65584
2,"Wentzville, MO",single loc,1131 W Pearce Blvd,63385
3,"Grandview, MO",single loc,1506 Main St,64030-2539
4,"Florissant, MO",single loc,375 N Us Highway 67,63031
5,"Blue Springs, MO",single loc,1500 Nw Woods Chapel Rd,64015-2782
6,"Rolla, MO",single loc,1405 Martin Springs Dr,65401
7,"Lebanon, MO",single loc,1924 W Elm St,65536
8,"Arnold, MO",single loc,3960 Vogel Rd,63010
9,"Bridgeton, MO",single loc,12701 Saint Charles Rock Rd,63044
10,"Belton, MO",single loc,17201 Us 71,64012-2290
11,"Webb City, MO",single loc,1208 S Madison St,64870
12,"Oak Grove, MO",single loc,451 S Broadway St,64075-6111
13,"Warrenton, MO",single loc,1012 S State Highway 47,63383
14,"Joplin, MO",single loc,3506 S Range Line Rd,64804
15,"Platte City, MO",single loc,1305 Platte Falls Rd,64079-7281
16,"Festus, MO",single loc,1304 Veterans Blvd,63028
17,"Maryland Heights, MO",single loc,12215 Dorsett Rd,63043
18,"St Peters, MO",single loc,1201 Woodridge Dr,63376
0,"Bay St Louis, MS ",Waffle House  at 1002 U.S. 90,1002 U.S. 90, 1002
1,"Bay St Louis, MS ",Waffle House in 39520 at 1003 Highway 90,1003 Highway 90,39520
2,"Biloxi, MS ",Waffle House in 39530 at 111 Reynoir Street,111 Reynoir Street,39530
3,"Biloxi, MS ",Waffle House in 39530 at 430 Reynoir St,430 Reynoir St,39530
4,"Biloxi, MS ",Waffle House in 39531 at 1938 Beach Blvd,1938 Beach Blvd,39531
5,"Biloxi, MS ",Waffle House in 39531 at 1759 Beach Blvd,1759 Beach Blvd,39531
6,"Biloxi, MS ",Waffle House in 39532 at 998 Cedar Lake Rd,998 Cedar Lake Rd,39532
7,"Biloxi, MS ",Waffle House in 39532 at 8007 Tucker Rd,8007 Tucker Rd,39532
8,"Brandon, MS ",Waffle House in 39042 at 908 W Government St,908 W Government St,39042
9,"Brandon, MS ",Waffle House in 39042-2434 at 105 Octavia Dr,105 Octavia Dr,39042
10,"Diberville, MS ",Waffle House in 39540 at 11967 Bobby Eleutrius Blvd,11967 Bobby Eleutrius Blvd,39540
11,"Diberville, MS ",Waffle House in 39540 at 10081 3rd Ave,10081 3rd Ave,39540
12,"Gulfport, MS ",Waffle House in 39501 at 4324 W Beach Blvd,4324 W Beach Blvd,39501
13,"Gulfport, MS ",Waffle House in 39503 at 9293 Highway 49,9293 Highway 49,39503
14,"Gulfport, MS ",Waffle House in 39503 at 10435 Highway 49,10435 Highway 49,39503
15,"Gulfport, MS ",Waffle House in 39503 at 9282 Canal Rd,9282 Canal Rd,39503
16,"Gulfport, MS ",Waffle House in 39503 at 9525 Highway 49,9525 Highway 49,39503
17,"Gulfport, MS ",Waffle House in 39507 at 612 Beach Dr,612 Beach Dr,39507
18,"Hattiesburg, MS ",Waffle House in 39401 at 6512 U S Highway 49,6512 U S Highway 49,39401
19,"Hattiesburg, MS ",Waffle House in 39402 at 4406 Hardy St,4406 Hardy St,39402
20,"Jackson, MS ",Waffle House in 39202 at 106 Larson St,106 Larson St,39202
21,"Jackson, MS ",Waffle House in 39204 at 425 E Mcdowell Rd,425 E Mcdowell Rd,39204
22,"Jackson, MS ",Waffle House in 39206 at 4615 I 55 N,4615 I 55 N,39206
23,"Jackson, MS ",Waffle House in 39209-9666 at 4800 Highway 18 W,4800 Highway 18 W,39209
24,"Moss Point, MS ",Waffle House in 39562 at 20660 Mississippi 63,20660 Mississippi 63,39562
25,"Moss Point, MS ",Waffle House in 39562 at 20660 Highway 63,20660 Highway 63,39562
26,"Moss Point, MS ",Waffle House in 39563 at 6701 Highway 63,6701 Highway 63,39563
27,"Moss Point, MS ",Waffle House in 39563 at 7200 Tanner Ln,7200 Tanner Ln,39563
28,"Ocean Springs, MS ",Waffle House in 39564 at 2992 Bienville Blvd,2992 Bienville Blvd,39564
29,"Ocean Springs, MS ",Waffle House in 39564 at 7540 Tucker Rd,7540 Tucker Rd,39564
30,"Pascagoula, MS ",Waffle House in 39567 at 1423 Denny Ave,1423 Denny Ave,39567
31,"Pascagoula, MS ",Waffle House in 39581 at 4411 Denny Ave,4411 Denny Ave,39581
32,"Pearl, MS ",Waffle House in 39208 at 309 S Pearson Rd,309 S Pearson Rd,39208
33,"Pearl, MS ",Waffle House in 39208 at 351 Airport Rd S,351 Airport Rd S,39208
34,"Richland, MS ",Waffle House in 39218 at 411 U.S. 49,411 U.S. 49,39218
35,"Richland, MS ",Waffle House in 39218 at 708 Highway 49 S,708 Highway 49 S,39218
36,"Richland, MS ",Waffle House in 39218 at 411 Highway 49 S,411 Highway 49 S,39218
37,"Southaven, MS ",Waffle House in 38671 at 406 Church Rd W,406 Church Rd W,38671
38,"Southaven, MS ",Waffle House in 38671 at 8939 Hamilton Rd,8939 Hamilton Rd,38671
39,"Starkville, MS ",Waffle House in 39759 at 1105 Mississippi 182,1105 Mississippi 182,39759
40,"Starkville, MS ",Waffle House in 39759 at Mississippi 182,Mississippi 182,39759
41,"Starkville, MS ",Waffle House in 39759 at 1201 Greta Ln,1201 Greta Ln,39759
42,"Tupelo, MS ",Waffle House in 38804 at 3994 N Gloster St,3994 N Gloster St,38804
43,"Tupelo, MS ",Waffle House in 38804 at 853 N Gloster St,853 N Gloster St,38804
44,"Vicksburg, MS ",Waffle House in 39180 at 2455 N Frontage Rd,2455 N Frontage Rd,39180
45,"Vicksburg, MS ",Waffle House in 39183 at 4045 Clay St,4045 Clay St,39183
0,"Laurel, MS",single loc,1602 Jefferson St,39440
1,"Meridian, MS",single loc,1404 Roebuck Dr,39301
2,"Wiggins, MS",single loc,908 Frontage Dr W,39577
3,"Horn Lake, MS",single loc,865 Goodman Rd W,38637
4,"Olive Branch, MS",single loc,7035 Enterprise Dr,38654
5,"Byram, MS",single loc,7431 S Siwell Rd,39272
6,"Gautier, MS",single loc,3099 Highway 90,39553
